"KEY","KIND","COMMENT","ARGUMENTS","ENG","FR","ES"
"40-010-00012","ALL","Prints that we are skipping done file","{0} = filename skipped","File already exists and skipping done files activated. \n\t Skipping file {0}","",""
"40-010-00013","ALL","Prints that we are shifting image","{0} = dx shift; {1} = dy shift","Image found to be offset from engineering flat. \n\t Shifting image by dx = {0} dy = {1}","",""
"40-010-00014","ALL","Prints that we are making master mask for filetype","{0} = filetype","Constructing preprocessing master mask (Filetype = {0})","",""
"40-010-00015","ALL","Prints that we are saving master mask","{0} = filename","Saving preprocessing master mask: {0}","",""
"40-010-00016","ALL","Prints that we are correcting pp files","None","Correcting PP file (1/f and median)","",""
"","","","","","",""
"","","","","","",""
"40-011-00000","ALL","Dark messages","None","\t","",""
"40-011-00001","ALL","Prints that we are doing dark measurement","None","Doing Dark measurement","",""
"40-011-00002","ALL","Prints the number of dead pixels found in measure_dark","{0} = image name; {1} = frac dead pixels; {2} = median; {3} = qmin; {4} = qmax; {5} = qmin value; {6} = qmax value","In {0:12s}: Frac dead pixels= {1:.4f} % - Median= {2:.3f} ADU/s - Percent[{3}:{4}]= {5:.2f}-{6:.2f} ADU/s","",""
"40-011-00003","ALL","Describes the whole detector","None","Whole detector","",""
"40-011-00004","ALL","Describes the blue part of the detector","None","Blue part","",""
"40-011-00005","ALL","Describes the red part of the detector","None","Red part","",""
"40-011-00006","ALL","Prints the fraction of pixels with dark less than a certain value","{0} = dark cut limit; {1} = percentage of pixels","Fraction of pixels with DARK > {0:.2f} ADU/s = {1:.3f} %","",""
"40-011-00007","ALL","Prints the total fraction of dead pixels and their contributions","{0} = dark cut limit; {1} = percentage of pixels","Total fraction of dead pixels (NaN + DARK > {0:.2f} ADU/s = {1:.3f} %","",""
"40-011-00008","ALL","QC failure message for max dark level","{0} = median dark level; {1} = median dark level threshold","Unexpected Median Dark level  ({0:5.2f} > {1:5.2f} ADU/s)","",""
"40-011-00009","ALL","QC failure message for fraction of dead pixels","{0} = frac of dead pixels; {1} = frac of dead pixels threshold","Unexpected Fraction of dead pixels ({0:5.2f} > {1:5.2f} %)","",""
"40-011-00010","ALL","QC failure message for fraction of dark pixels","{0} = dark cut limit; {1} = percentage of pixels' {2} = max dark level","Unexpected Fraction of dark pixels > {0:.2f} ADU/s ({1:.2f} > {2:.2f}","",""
"40-011-00011","ALL","Prints that we are doing dark correction","{0} = dark type; {1} = dark file","Doing dark correction using {0}: {1}","",""
"40-011-00012","ALL","Prints that we are saving dark file to file","{0} = output filename","Saving dark file to {0}","",""
"40-011-10001","ALL","dark master: prints that we are reading all dark file headers","None","Reading all dark file headers","",""
"40-011-10002","ALL","prints the time threshold for matching dark files","{0} = time threshold","Matching dark files by observation time (+/- {0} hrs)","",""
"40-011-10003","ALL","prints that we are reading dark files and combining groups","None","Reading Dark files and combining groups","",""
"40-011-10004","ALL","prints the group we are combining","{0} = iteration number; {1} = total number of groups","\t Group {0} of {1}","",""
"40-011-10005","ALL","prints that we are performing the median filter and for how many bins","{0} = number of bins median filtering over","Performing median filter for {0} bins","",""
"40-011-10006","ALL","Prints that we are saving dark master file to file","{0} = output filename","Saving dark master file to {0}","",""
"40-011-10007","ALL","Prints that we are normalising the dark","None","Normalizing cube groups","",""
"40-011-10008","ALL","Prints that we are medianing cube to produce master dark","None","Medianing cube to produce master dark","",""
"","","","","","",""
"","","","","","",""
"40-012-00000","ALL","Bad pixel / background messages","None","","",""
"40-012-00001","ALL","Prints that we are normalising the flat","None","Normalising the flat","",""
"40-012-00002","ALL","Prints that we are looking for bad pixels in the full flat image","None","Looking for bad pixels in the full flat image","",""
"40-012-00003","ALL","Print that we are reading the full engineering flat","{0} = full flat image path","Reading engineering full flat image: '{0}'","",""
"40-012-00004","ALL","Prints the fraction of unilluminated pixels in the engineering flat","{0} = number of unilluminated pixels","Fraction of un-illuminated pixels in engineering flat {0:.4f} %","",""
"40-012-00005","ALL","Prints that we are looking for bad pixels in the flat/dark","None","Looking for bad pixels","",""
"40-012-00006","ALL","Prints the stats from the getting the bad pixels from flat/dark","{0} = hot pixel fraction from dark; {1} = bad pixel fraction in dark; {2} = non-finite pixels in dark; {3} = non-finite pixels in flat; {4} bad pixels in total","Fraction of hot pixels from dark: {0:.4f} % \n Fraction of bad pixels from flat: {1:.4f} % \n Fraction of non-finite pixels in dark: {2:.4f} % \n Fraction of non-finite pixels in flat: {3:.4f} % \n Fraction of bad pixels with all criteria: {4:.4f} %","",""
"40-012-00007","ALL","Prints the total number of bad pixels","{0} = total fraction of bad pixels","Fraction of total bad pixels: {0:.4f} %","",""
"40-012-00008","ALL","Prints that we are setting bad pixels to NaN","{0} = bad pixel filename","Correcting for bad pixels (setting bad pixels to NaN) \n\t file = {0}","",""
"40-012-00009","ALL","Prints that we are correcting global background","{0} = background filename","Correcting for global background using file = {0}","",""
"40-012-00010","ALL","Prints that we are measure local background","None","Measuring local background using 2D Gaussian Kernel","",""
"40-012-00011","ALL","Prints that we are padding nans for local background correction","None","\tPadding NaNs","",""
"40-012-00012","ALL","Prints that we are calculating the 2D convolution ","None","\tCalculating 2D convolution","",""
"40-012-00013","ALL","Prints that we are saving badpixmap file to file","{0} = output filename","Saving badpix map to {0}","",""
"40-012-00014","ALL","Prints that we are saving background map file to file","{0} = output filename","Saving background map to {0}","",""
"","","","","","",""
"40-013-00000","ALL","Localisation messages","None","","",""
"40-013-00001","ALL","Prints that we are creating order profile","None","Creating Order Profile","",""
"40-013-00002","ALL","Prints that we are saving order profile to file","{0} = output filename","Saving order profile to {0}","",""
"40-013-00003","ALL","Prints the maximum flux per pixel in the spectrum","{0} = max flux/pixel","Maximum flux/pixel in the spectrum: {0:.1f} [e-]","",""
"40-013-00004","ALL","Prints the average background level","{0} = average background level","Average background level: {0:.2f} [%]","",""
"40-013-00005","ALL","Prints that we are searching for order center on central column","None","Searching order center on central column","",""
"40-013-00006","ALL","Prints the number of orders found for number of fibers","{0} = fiber name; {1} = number of orders found; {2} = number of fibers present","On fiber {0} {1} orders have been detected on {2} fiber(s)","",""
"40-013-00007","ALL","Prints the width and center fit for order","{0} = order number; {1} = center fit pixel; {2} = width fit pixel; {3} = rms","ORDER: {0} center at pixel {1:.1f} width {2:.1f} rms {3:.3f}","",""
"40-013-00008","ALL","Print that fit is converging with stats","{0} = kind; {1} = frac kind; {2} = rms; {3} = max_ptp; {4} = max_ptp_frac","\t {0} fit converging with rms/ptp/{1}: {2:.3f}/{3:.3f}/{4:.3f}","",""
"40-013-00009","ALL","Print the fit is rejecting points with stats","{0} = kind; {1} = frac kind; {2} = rms; {3} = max_ptp; {4} = max_ptp_frac; {5} = number of rejected points","\t {0} fit rms/ptp/{1}: {4:.3f} with {5} rejected points","",""
"40-013-00010","ALL","Print that order was too incomplete","None","Order found to be too incomplete, discarded","",""
"40-013-00011","ALL","Prints the number of orders geometry that was found","{0} = fiber name; {1} = number of orders measured","On fiber {0} {1} orders geometry have been measured","",""
"40-013-00012","ALL","Prints the average uncertainty on position","{0} = average uncertainty","Average uncertainty on position: {0:.2f} [mpix]","",""
"40-013-00013","ALL","Prints the average uncertainty on the width","{0} = average uncertainty","Average uncertainty on width: {0:.2f} [mpix]","",""
"40-013-00014","ALL","Prints that the QC failed for number of points rejected (position)","{0} = number of points rejected; {1} = limit for points rejected","abnormal points rejection during ctr fit ({0:.2f} > {1:.2f}","",""
"40-013-00015","ALL","Prints that the QC failed for number of points rejected (width)","{0} = number of points rejected; {1} = limit for points rejected","abnormal points rejection during width fit ({0:.2f} > {1:.2f})","",""
"40-013-00016","ALL","Prints that the QC failed for rms for the center","{0} = rms center value; {1} = rms center limit","too high rms on center fitting ({0:.2f} > {1:.2f})","",""
"40-013-00017","ALL","Prints that the QC failed for rms for the width","{0} = rms width value; {1} = rms width limit","too high rms on profile fwhm fitting ({0:.2f} > {1:.2f})","",""
"40-013-00018","ALL","Prints that the QC failed for the number of orders found","{0} = number of orders found; {1} = number of orders required","abnormal number of identified orders (found {0:.2f} expected {1:.2f}","",""
"40-013-00019","ALL","Prints that we are saving the loco1 file to file","{0} = output filename","Saving loco1 file to {0}","",""
"40-013-00020","ALL","Prints that we are saving the loco2 file to file","{0} = output filename","Saving loco2 file to {0}","",""
"40-013-00021","ALL","Prints that we are saving the loco3 file to file","{0} = output filename","Saving loco3 file to {0}","",""
"40-013-00022","ALL","Prints that we are loading the order profile from file","{0} = filename","Reading order profile from file {0}","",""
"40-013-00023","ALL","Prints that we are loading the order profile from npy file","{0} = filename","Reading order profile from npy file {0}","",""
"40-013-00024","ALL","Prints that we are saving the order profile to npy file","{0} = filename","Saving order profile to npy file {0}","",""
"40-013-00025","ALL","Prints that we are saving background debug file","{0} = filename","Saving debug background file {0}","",""
"40-013-00026","ALL","Prints that we are cleaning coefficients for specific parity","{0} = order parity","Cleaning coeffs for p={0}","",""
"40-013-00027","ALL","Prints that QC failed for orders crossing","{0} = list of columns that failed","The difference in y central positions is not positive. Localisation has failed due to calculated orders crossing in the y-direction.","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"40-014-00000","ALL","Shape/Tilt messages","None","","",""
"40-014-00001","ALL","prints that we are correcting the fp file (ref) in shape master","None","Processing FP reference file","",""
