"ARGUMENTS","ENG","FR","KEYDESC","KEYNAME","KIND"
"{0} = post process type; {1} = file name being skipped","\tSkipping output {0} -- files not found \n\t File: {1}","","prints that we are skipping a file as input files not found","10-090-00002","WARNING 2"
"{0} = extension position; {1} = extension name","\t\tFile not found for ext {0} ({1})","","Means that file was not found for extension","10-090-00003","WARNING 2"
"{0} = header key; {1} = extension position; {2} = extension name","Header key {0} expected in extension {1} ({2}) but value changed.","","Log that header key was expected but value changed","10-090-00004","WARNING 2"
"","","","","10-090-00005",""
"","","","","10-090-00006",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"None","","","Plot Warnings","10-100-00000","WARNING"
"","","","","",""
"None","","","Summary Plot Warnings","10-100-01000","WARNING"
"{0} = Error type; {1} = Error message; {2} = function name where it happened","Latex document construction failed. \n\t Error {0}: {1} \n\t Function = {2}","","Means that the latex document construction failed","10-100-01001","WARNING"
"{0} = Error type; {1} = Error message; {2} = function name where it happened","HTML document construction failed. \n\t Error {0}: {1} \n\t Function = {2}","","Means that the html document construction failed","10-100-01002","WARNING"
"{0} = filename","Latex could not compile pdf document (File = {0})","","Means that latex did not compile a pdf","10-100-01003","WARNING"
"","","","","",""
"","","","","",""
"","","","","",""
"None","","","User Warning: Locking","10-101-00000","WARNING"
"{0} = lock directory","Lock: Make loc dir waiting {0}","","Warn that lock is waiting due to making the lock dir","10-101-00001","WARNING"
"{0} = lock file name; {1} = file name","Lock: Make lock file waiting {0} {1}","","Warn that lock is waiting due to making the lock file","10-101-00002","WARNING"
"{0} = lock path; {1} = lock name; {2} = time waited (s)","Lock: Waiting in queue {0} {1} ({2})","","Warn that lock is waiting (in queue)","10-101-00003","WARNING"
"{0} = lock path; {1} = lock name; {2} = time waited (s); {3} = error found","Lock: Waiting in queue {0} {1} ({2}) Error: {3}","","Warn that lock is waiting (error generated)","10-101-00004","WARNING"
"{0} = path to reset; {1} = error type; {2} = error name","Lock: Cannot reset lock dir {0} \n\t Error {1}: {2}","","Warn that lock cannot reset directory","10-101-00005","WARNING"
"{0} = file to remove; {1} = error type; {2} = error name","Lock: Cannot remove lock file {0}  (reset) \n\t Error {1}: {2}","","Warn that lock cannot remove file (reset)","10-101-00006","WARNING"
"{0} = file to remove; {1} = error type; {2} = error name","Lock: Cannot remove lock file {0} (dequeue) \n\t Error {1}: {2}","","Warn that lock cannot remove file (dequeue)","10-101-00007","WARNING"
"","","","","",""
"","","","","",""
"","","","","",""
"None","","","User Warning: Reset messages","10-502-00000","ALL"
"{0} = filename; {1} = absolute path","File '{0}' does not exist in '{1}' - cannot add","","Prints that file does not exist in reset directory","10-502-00001","ALL"
"{0} = path; {1} = error type; {2} = error string","Cannot remove path: {0} \n\t {1}: {2}","","prints that we cannot remove path","10-502-00002","WARNING 2"
"","","","","",""
"","","","","",""
"","","","","",""
"None","","","User Warning: Reprocess messages","10-503-00000","ALL"
"{0} = runid; {1} = old key; {2} = old value; {3} = new key; {4} = new value","Overwriting row {0} \n\t Old value: {1} = {2} \n\t {3} = {4}","","Prints that we are overwriting a row and gives the new and old values","10-503-00001","WARNING 2"
"{0} = constant name; {1} = old value; {2} = new value","Overwriting constant {0} \n\t Old value: {1} \t New value: {2}","","Prints that we are overwriting a constant in the parameter dictionary","10-503-00002","WARNING 2"
"{0} = night name","No files with nightname = {0}. Skipping.","","Prints that the table was empty (after filtering for night name)","10-503-00003","WARNING 8"
"{0} = master night name","Master nightname = {0} invalid. Skipping.","","Prints that master night name was invalid","10-503-00004","WARNING 8"
"{0} = key name; {1} = key value","Key = {0} not found in run file using default value ({1})","","Prints that we did not have a key in run file so using default value","10-503-00005","WARNING"
"None","No files after blacklisting. Skipping.","","Prints that we are skipping after black listing due to no files left.","10-503-00006","WARNING 8"
"None","No files after whitelisting. Skipping.","","Prints that we are skipping after white listing due to no files left","10-503-00007","WARNING 8"
"{0} = input directory path","Input directory for recipe not found. Pre-run check failed. \n\t Directory = {0}","","Means that the input directory was not found while prerun test was performed","10-503-00008","WARNING 4"
"{0} = input 'directory' argument; {1} = input directory path","Night name 'directory' inputted not found. Pre-run check failed. \n\t Night name = {0} \n\t Directory = {1}","","Means that the night name ('directory') was not found while prerun test was performed","10-503-00009","WARNING 4"
"{0} = argument name; {1} = file path","File not found on disk for argument: {0} \n\t Path = {1}","","Means that file was not found in prerun test","10-503-00010","WARNING 4"
"{0} = directory; {1} = error type; {2} = error message; {3} = function name","Processing stats: Could not create directory '{0}' \n\t Error {1}: {2} \n\t Function = {3}","","Means that we could not write statistics file (could not make dir)","10-503-00011","WARNING 4"
"{0} = fits file path; {1} = error type; {2} = error message; {3} = function name","Processing stats: Could not save fits file '{0}'  \n\t Error {1}: {2} \n\t Function = {3}","","Means that we could not write stats fits file","10-503-00012","WARNING 4"
"{0} = text file path; {1} = error type; {2} = error message; {3} = function name","Processing stats: Could not save text file '{0}'  \n\t Error {1}: {2} \n\t Function = {3}","","Means that we could not write stats txt file","10-503-00013","WARNING"
"{0} = directory","Remove Engineering Nights: Directory {0} was removed - no OBJECT type found. Set ""ENGINEERING=True"" to include this directory.","","Means that directory was disregarded due to not object files (ENGINEERING = False)","10-503-00014","WARNING 2"
"None","No files after pi name filter. Skipping.","","Prints that we are skipping after pi name filter due to no files left","10-503-00015","WARNING 8"
"None","No files after removing engineering data. Skipping.","","Prints that index database was empty (after filtering by engineering data)","10-503-00016","WARNING 8"
"None","\tSkipping group","","prints that we are skipping a group","10-503-00017","WARNING"
"{0} = recipe name","\tNo runs produced for {0} - No group function given.","","prints that no runs were produced for this recipe (due to no group function)","10-503-00018","WARNING 6"
"{0} = drs header key","Bad list drs key {0} invalid (not in params)","","prints that bad list header key was invalid","10-503-00019","WARNING 4"
"{0} = header key","Bad list header key {0} not in header (drs key = {1})","","prints that bad list header key was not in header","10-503-00020","WARNING 4"
"{0} = googlesheet url; {1} =  error type; {2} = error string; {3} = function name","Bad list cannot access googesheet \n\t Link: {0} \n\t {1}: {2} \n\t Function = {3}","","prints that could not get bad list from google sheet","10-503-00021","WARNING 4"
"None","File in reject list - skipping.","","prints that file is bad from google spreadsheet","10-503-00022","WARNING 2"
"{0} = number of templates found","RECAL_TEMPLATES = False. Found {0} templates. Recipes requiring templates where templates were found will be skipped.","","prints that we were asked not to recalculate templates and we have found templates","10-503-00023","WARNING 2"
"{0} = recipe name","\trecipe = {0} skipping runs with known templates.","","prints that this specifc recipe is skipping recipes with found templates","10-503-00024","WARNING 2"
"","","","","",""
"","","","","",""
"None","","","Remake calib db warning messages","10-505-00000","WARNING"
"{0} = db file name","Warning file {0} exists!","","warns that master db file exists","10-505-00001","WARNING"
"","","","","",""
"None","","","","10-506-00000","WARNING"
"","","","","",""
"None","","","","10-507-00000","WARNING"
"","","","","",""
"None","","","log stats warnings","10-508-00000","WARNING"
"{0} = recipe name","Did not find recipe {0} - not filtering by this recipe","","Log that we did not find recipe so we are not filtering by recipe","10-508-00001","WARNING 2"
"{0} = log file name","\t - No log file: {0}","","warns that no log file found","10-508-00002","WARNING 2"
"{0} = line type; {1} = line number; {2} = error type; {3} = error string","Skipping Line({0}): {1} \n\t {2}: {3}","","prints that we are skipping line","10-508-00003","WARNING 2"
"","","","","",""
"","","","","",""
"None","\t","","Info Messages","20-000-00000","INFO"
"","","","","",""
"None","\t","","Graph Messages","30-000-00000","GRAPH"
"","","","","",""
"None","\t","","All Messages","40-000-00000","ALL"
"{0} = parameter name","ParamDict Info: Key = '{0}' not found","","Prints that parameter dict info was used but key was invalid","40-000-00001","ALL"
"{0} = parameter name","Information for key = '{0}'","","Prints info title for parameter dict info","40-000-00002","ALL"
"{0} = data type","\tData Type: \t\t {0}","","prints the data type for parameter dict info","40-000-00003","ALL"
"{0} = min value; {1} = max value; {2} = has nans; {3} = values (truncated)","\tMin Value: \t\t {0} \n\tMax Value: \t\t {1} \n\t Has NaNs: \t\t {2} \n\t Values: \t\t {3}","","prints the info for lists and numpy arrays (parameter dict info)","40-000-00004","ALL"
"{0} = number of keys; {1} = values (truncated)","\t Num Keys: \t\t {0} \n\t Values: \t\t {1}","","prints the info for dicts (parameter dict info)","40-000-00005","ALL"
"{0} = value","\tValue: \t\t {0}","","prints the info for everything else (parameter dict info)","40-000-00006","ALL"
"{0} = source of constant","\tSource: \t\t {0}","","prints the source (parameter dict info)","40-000-00007","ALL"
"{0} = instance","\tInstance: \t\t {0}","","prints the instance (parameter dict info)","40-000-00008","ALL"
"{0} = parameter name","History for key = '{0}'","","prints the history (when found) for key","40-000-00009","ALL"
"{0} = parameter name","No history found for key='{0}'","","prints that no history was found for key","40-000-00010","ALL"
"{0} = input filename; {1} = output filename","Copying file {0} to {1}","","prints that we are copying input file to output file","40-000-00011","ALL"
"{0} = file number; {1} = total number of files","Processing file {0} of {1}","","prints that we are processing files in large_image_combine function","40-000-00012","ALL"
"{0} = ribbon file name","\tSaving ribbon file: {0}","","prints that we are saving large_image_combine ribbon","40-000-00013","ALL"
"{0} = ribbon iteration number; {1} = total number of ribbons","Combining ribbon {0} of {1}","","prints that we are combining ribbon in large_image_combine","40-000-00014","ALL"
